,B,G,R
176461.0,164.0,195.0,226.0
176479.0,91.0,140.0,150.0
176499.0,133.0,195.0,231.0
176540.0,160.0,216.0,251.0
176553.0,205.0,169.0,153.0
176562.0,96.0,178.0,220.0
176576.0,112.0,127.0,153.0
176583.0,160.0,165.0,196.0
176590.0,86.0,142.0,167.0
176605.0,127.0,139.0,145.0
176613.0,113.0,177.0,211.0
176633.0,152.0,209.0,241.0
176639.0,122.0,184.0,222.0
176649.0,158.0,215.0,247.0
176687.0,132.0,204.0,246.0
176710.0,126.0,185.0,234.0
176729.0,130.0,151.0,183.0
176748.0,125.0,191.0,240.0
176756.0,109.0,158.0,208.0
176783.0,219.0,230.0,238.0
176789.0,102.0,139.0,165.0
176797.0,120.0,186.0,237.0
176804.0,125.0,163.0,205.0
176815.0,90.0,155.0,199.0
176864.0,103.0,150.0,172.0
176871.0,124.0,213.0,240.0
176873.0,127.0,127.0,163.0
176879.0,112.0,169.0,200.0
176918.0,121.0,189.0,232.0
176920.0,126.0,186.0,232.0
176954.0,116.0,135.0,143.0
176959.0,90.0,146.0,193.0
176981.0,96.0,174.0,217.0
177016.0,130.0,197.0,218.0
177049.0,130.0,165.0,215.0
177056.0,107.0,159.0,182.0
177074.0,96.0,96.0,96.0
177085.0,142.0,141.0,145.0
177106.0,135.0,192.0,237.0
177119.0,134.0,203.0,242.0
177144.0,112.0,179.0,240.0
177161.0,117.0,181.0,216.0
177194.0,194.0,185.0,188.0
177215.0,164.0,211.0,239.0
177222.0,197.0,188.0,184.0
177256.0,150.0,220.0,255.0
177263.0,125.0,184.0,216.0
177265.0,96.0,174.0,210.0
177281.0,112.0,153.0,185.0
177307.0,115.0,179.0,214.0
177315.0,96.0,180.0,222.0
177324.0,142.0,205.0,233.0
177327.0,130.0,194.0,235.0
177330.0,132.0,127.0,136.0
177342.0,110.0,150.0,185.0
177390.0,146.0,204.0,239.0
177392.0,115.0,184.0,234.0
177394.0,135.0,178.0,217.0
177406.0,124.0,193.0,236.0
177408.0,134.0,178.0,209.0
177413.0,132.0,189.0,215.0
177425.0,143.0,211.0,248.0
177446.0,154.0,186.0,235.0
177491.0,85.0,170.0,215.0
177506.0,109.0,171.0,235.0
177513.0,248.0,160.0,120.0
177517.0,142.0,210.0,255.0
177529.0,158.0,195.0,217.0
177575.0,125.0,191.0,220.0
177585.0,164.0,218.0,253.0
177599.0,125.0,144.0,171.0
177620.0,97.0,132.0,152.0
177629.0,135.0,149.0,161.0
177637.0,132.0,164.0,217.0
177639.0,155.0,208.0,251.0
177648.0,126.0,202.0,250.0
177663.0,135.0,174.0,196.0
177708.0,255.0,174.0,117.0
177737.0,84.0,82.0,81.0
177746.0,195.0,182.0,184.0
177749.0,93.0,169.0,211.0
177755.0,96.0,106.0,123.0
177787.0,75.0,152.0,201.0
177788.0,126.0,141.0,174.0
177789.0,196.0,203.0,228.0
177795.0,60.0,103.0,142.0
177807.0,113.0,178.0,222.0
177833.0,126.0,181.0,220.0
177847.0,113.0,172.0,204.0
177857.0,140.0,187.0,218.0
177859.0,127.0,131.0,142.0
177861.0,122.0,111.0,119.0
177873.0,101.0,183.0,230.0
177900.0,150.0,148.0,168.0
177917.0,75.0,163.0,209.0
177939.0,153.0,206.0,239.0
177960.0,159.0,120.0,106.0
177988.0,152.0,210.0,245.0
178005.0,101.0,134.0,167.0
178013.0,120.0,136.0,152.0
178019.0,57.0,124.0,163.0
178024.0,127.0,200.0,232.0
178026.0,139.0,171.0,200.0
178028.0,119.0,185.0,220.0
178031.0,112.0,181.0,214.0
178043.0,172.0,200.0,224.0
178044.0,112.0,181.0,231.0
178046.0,154.0,146.0,153.0
178054.0,132.0,198.0,247.0
178057.0,136.0,204.0,249.0
178071.0,67.0,100.0,145.0
178093.0,131.0,171.0,199.0
178106.0,134.0,198.0,229.0
178117.0,179.0,226.0,247.0
178122.0,126.0,153.0,179.0
178134.0,68.0,150.0,197.0
178136.0,131.0,183.0,230.0
178172.0,147.0,194.0,226.0
178173.0,151.0,194.0,221.0
178196.0,113.0,150.0,194.0
178261.0,130.0,154.0,184.0
178271.0,129.0,169.0,217.0
178276.0,117.0,171.0,206.0
178305.0,163.0,212.0,234.0
178358.0,138.0,196.0,231.0
178391.0,114.0,179.0,217.0
178400.0,203.0,152.0,132.0
178410.0,146.0,221.0,235.0
178422.0,108.0,155.0,193.0
178434.0,145.0,152.0,171.0
178451.0,120.0,162.0,191.0
178454.0,133.0,126.0,131.0
178456.0,128.0,129.0,133.0
178478.0,100.0,126.0,143.0
178520.0,227.0,189.0,177.0
178531.0,121.0,192.0,225.0
178564.0,142.0,190.0,226.0
178583.0,176.0,220.0,237.0
178601.0,216.0,219.0,234.0
178631.0,119.0,184.0,212.0
178633.0,96.0,168.0,216.0
178644.0,148.0,206.0,242.0
178653.0,140.0,177.0,211.0
178673.0,132.0,149.0,175.0
178685.0,127.0,198.0,236.0
178693.0,102.0,194.0,223.0
178701.0,164.0,185.0,216.0
178738.0,119.0,179.0,203.0
178747.0,93.0,105.0,117.0
178748.0,136.0,150.0,156.0
178752.0,124.0,195.0,232.0
178757.0,109.0,178.0,227.0
178767.0,113.0,178.0,222.0
178814.0,85.0,142.0,194.0
178864.0,134.0,188.0,223.0
178882.0,77.0,147.0,194.0
178888.0,51.0,114.0,194.0
178895.0,128.0,180.0,220.0
178909.0,209.0,194.0,198.0
178910.0,74.0,111.0,133.0
178917.0,128.0,190.0,220.0
178928.0,133.0,189.0,214.0
178942.0,126.0,196.0,236.0
178944.0,107.0,178.0,215.0
178945.0,168.0,213.0,247.0
178948.0,108.0,170.0,208.0
178976.0,132.0,196.0,226.0
178992.0,87.0,149.0,189.0
179003.0,88.0,154.0,195.0
179016.0,188.0,174.0,155.0
179044.0,166.0,185.0,212.0
179049.0,128.0,144.0,167.0
179054.0,126.0,151.0,177.0
179057.0,148.0,210.0,248.0
179059.0,131.0,182.0,198.0
179068.0,161.0,156.0,165.0
179093.0,135.0,229.0,255.0
179099.0,114.0,173.0,205.0
179122.0,104.0,149.0,193.0
179126.0,166.0,154.0,150.0
179135.0,119.0,147.0,218.0
179137.0,116.0,180.0,210.0
179139.0,115.0,178.0,212.0
179143.0,129.0,146.0,185.0
179144.0,120.0,195.0,239.0
179154.0,211.0,214.0,252.0
179166.0,119.0,172.0,222.0
179173.0,165.0,215.0,251.0
179175.0,119.0,167.0,203.0
179182.0,142.0,133.0,136.0
179190.0,108.0,172.0,213.0
179233.0,97.0,168.0,225.0
179246.0,121.0,176.0,233.0
179251.0,118.0,193.0,237.0
179274.0,226.0,145.0,107.0
179280.0,114.0,173.0,213.0
179283.0,99.0,153.0,218.0
179309.0,101.0,177.0,219.0
179339.0,201.0,174.0,170.0
179362.0,161.0,215.0,246.0
179370.0,104.0,163.0,219.0
179380.0,94.0,179.0,227.0
179420.0,137.0,168.0,191.0
179436.0,159.0,209.0,232.0
179441.0,105.0,167.0,197.0
179445.0,133.0,191.0,226.0
179458.0,167.0,216.0,254.0
179502.0,134.0,130.0,135.0
179508.0,121.0,123.0,141.0
179532.0,139.0,196.0,221.0
179534.0,98.0,181.0,219.0
179580.0,136.0,176.0,201.0
179585.0,183.0,217.0,247.0
179592.0,75.0,159.0,217.0
179614.0,105.0,115.0,139.0
179616.0,163.0,183.0,214.0
179633.0,125.0,113.0,107.0
179645.0,146.0,211.0,255.0
179668.0,103.0,171.0,224.0
179681.0,131.0,166.0,186.0
179695.0,116.0,151.0,165.0
179711.0,154.0,204.0,240.0
179730.0,116.0,183.0,222.0
179751.0,112.0,174.0,220.0
179774.0,150.0,212.0,242.0
179778.0,97.0,134.0,162.0
179779.0,114.0,175.0,215.0
179786.0,113.0,168.0,219.0
179791.0,115.0,179.0,209.0
179801.0,144.0,208.0,238.0
179805.0,117.0,193.0,216.0
179810.0,191.0,177.0,179.0
179828.0,127.0,176.0,220.0
179832.0,104.0,179.0,231.0
179859.0,86.0,112.0,142.0
179866.0,164.0,179.0,218.0
179875.0,153.0,195.0,232.0
179904.0,128.0,189.0,229.0
179919.0,142.0,131.0,141.0
179921.0,85.0,173.0,219.0
179925.0,115.0,168.0,211.0
179968.0,108.0,165.0,196.0
179981.0,95.0,168.0,200.0
179983.0,255.0,134.0,60.0
179985.0,71.0,158.0,202.0
180016.0,161.0,134.0,138.0
180031.0,132.0,152.0,177.0
180032.0,154.0,198.0,221.0
180043.0,146.0,186.0,234.0
180047.0,109.0,172.0,233.0
180050.0,152.0,208.0,227.0
180068.0,140.0,179.0,211.0
180080.0,108.0,158.0,180.0
180097.0,147.0,201.0,234.0
180100.0,131.0,148.0,181.0
180124.0,142.0,198.0,239.0
180130.0,124.0,179.0,224.0
180133.0,109.0,156.0,207.0
180145.0,89.0,176.0,220.0
180157.0,98.0,117.0,132.0
180165.0,103.0,174.0,224.0
180203.0,117.0,180.0,230.0
180204.0,131.0,172.0,205.0
180214.0,158.0,212.0,247.0
180219.0,123.0,187.0,217.0
180239.0,111.0,163.0,193.0
180253.0,162.0,216.0,239.0
180260.0,96.0,128.0,151.0
180288.0,138.0,169.0,194.0
180289.0,175.0,193.0,194.0
180300.0,121.0,157.0,181.0
180302.0,113.0,176.0,236.0
180308.0,125.0,198.0,242.0
180314.0,162.0,167.0,170.0
180321.0,130.0,184.0,215.0
180352.0,146.0,200.0,235.0
180357.0,120.0,137.0,156.0
180369.0,93.0,155.0,196.0
180377.0,198.0,203.0,242.0
180381.0,102.0,175.0,243.0
180383.0,155.0,156.0,190.0
180392.0,89.0,156.0,181.0
180393.0,175.0,200.0,234.0
180433.0,133.0,182.0,220.0
180442.0,125.0,145.0,163.0
180504.0,77.0,170.0,225.0
180540.0,101.0,129.0,163.0
180544.0,94.0,151.0,202.0
180598.0,142.0,181.0,213.0
180622.0,124.0,208.0,236.0
180641.0,130.0,195.0,234.0
180645.0,130.0,194.0,248.0
180655.0,138.0,170.0,206.0
180679.0,95.0,161.0,212.0
180682.0,141.0,212.0,245.0
180683.0,142.0,187.0,221.0
180707.0,101.0,178.0,217.0
180725.0,121.0,179.0,214.0
180728.0,127.0,205.0,241.0
180803.0,99.0,120.0,135.0
180808.0,99.0,156.0,217.0
180812.0,92.0,163.0,207.0
180814.0,104.0,141.0,167.0
180821.0,124.0,169.0,203.0
180830.0,98.0,159.0,203.0
180838.0,174.0,188.0,237.0
180846.0,97.0,156.0,196.0
180853.0,118.0,164.0,205.0
180881.0,139.0,191.0,228.0
180888.0,123.0,144.0,171.0
180894.0,122.0,183.0,209.0
180897.0,159.0,211.0,248.0
180940.0,148.0,134.0,162.0
181021.0,133.0,200.0,227.0
181054.0,164.0,173.0,216.0
181056.0,188.0,160.0,159.0
181072.0,132.0,213.0,246.0
181091.0,140.0,205.0,243.0
181094.0,139.0,189.0,217.0
181104.0,128.0,198.0,227.0
181107.0,120.0,196.0,225.0
181113.0,159.0,218.0,250.0
181122.0,129.0,174.0,201.0
181153.0,133.0,147.0,165.0
181159.0,99.0,167.0,214.0
181165.0,178.0,185.0,205.0
181171.0,116.0,190.0,208.0
181174.0,128.0,135.0,155.0
181178.0,116.0,128.0,146.0
181182.0,132.0,188.0,229.0
181199.0,122.0,131.0,145.0
181203.0,110.0,155.0,182.0
181205.0,149.0,202.0,235.0
181229.0,141.0,155.0,167.0
181234.0,106.0,152.0,200.0
181257.0,110.0,184.0,226.0
181286.0,181.0,165.0,176.0
181307.0,203.0,217.0,239.0
181337.0,115.0,145.0,170.0
181369.0,118.0,157.0,179.0
181378.0,111.0,154.0,203.0
181387.0,102.0,170.0,207.0
181395.0,134.0,162.0,196.0
181396.0,163.0,147.0,171.0
181397.0,159.0,183.0,213.0
181400.0,96.0,123.0,143.0
181412.0,145.0,207.0,247.0
181426.0,131.0,169.0,201.0
181443.0,110.0,174.0,215.0
181459.0,116.0,177.0,221.0
181525.0,158.0,207.0,239.0
181531.0,118.0,143.0,163.0
181558.0,131.0,185.0,246.0
181563.0,100.0,174.0,216.0
181595.0,84.0,181.0,231.0
181602.0,113.0,180.0,219.0
181603.0,141.0,174.0,200.0
181618.0,150.0,205.0,236.0
181649.0,94.0,189.0,215.0
181680.0,126.0,197.0,235.0
181705.0,88.0,139.0,182.0
181735.0,134.0,167.0,193.0
181740.0,98.0,171.0,229.0
181745.0,116.0,145.0,166.0
181755.0,125.0,183.0,225.0
181760.0,123.0,195.0,235.0
181766.0,190.0,169.0,172.0
181771.0,131.0,195.0,219.0
181800.0,137.0,202.0,253.0
181802.0,86.0,122.0,158.0
181806.0,137.0,190.0,240.0
181822.0,135.0,191.0,216.0
181828.0,149.0,173.0,201.0
181840.0,148.0,212.0,247.0
181860.0,113.0,153.0,205.0
181900.0,95.0,172.0,211.0
181938.0,121.0,183.0,223.0
181982.0,185.0,189.0,217.0
181985.0,129.0,169.0,204.0
182009.0,134.0,215.0,250.0
182021.0,111.0,181.0,205.0
182036.0,112.0,160.0,196.0
182042.0,170.0,138.0,127.0
182046.0,166.0,191.0,181.0
182053.0,168.0,157.0,173.0
182054.0,174.0,142.0,129.0
182056.0,122.0,129.0,146.0
182091.0,108.0,183.0,239.0
182132.0,175.0,142.0,133.0
182134.0,140.0,192.0,233.0
182165.0,106.0,117.0,125.0
182176.0,111.0,136.0,168.0
182177.0,103.0,191.0,228.0
182188.0,90.0,152.0,222.0
182193.0,116.0,163.0,201.0
182204.0,152.0,186.0,215.0
182213.0,165.0,189.0,231.0
182224.0,142.0,147.0,148.0
182244.0,159.0,162.0,190.0
182250.0,88.0,169.0,207.0
182282.0,132.0,129.0,138.0
182285.0,82.0,124.0,159.0
182301.0,120.0,134.0,153.0
182319.0,60.0,93.0,139.0
182345.0,143.0,205.0,251.0
182348.0,132.0,173.0,198.0
182350.0,105.0,124.0,137.0
182355.0,128.0,128.0,134.0
182378.0,84.0,162.0,198.0
182387.0,138.0,191.0,228.0
182403.0,91.0,137.0,168.0
182409.0,118.0,192.0,210.0
182434.0,172.0,200.0,230.0
182444.0,106.0,181.0,213.0
182470.0,108.0,139.0,164.0
182513.0,114.0,188.0,244.0
182515.0,134.0,192.0,221.0
182522.0,126.0,205.0,244.0
182549.0,118.0,139.0,171.0
182551.0,132.0,161.0,198.0
182558.0,129.0,193.0,224.0
182567.0,125.0,188.0,232.0
182579.0,146.0,193.0,221.0
182611.0,153.0,198.0,231.0
182612.0,132.0,156.0,180.0
182618.0,138.0,170.0,189.0
182619.0,103.0,181.0,234.0
182634.0,119.0,183.0,238.0
182641.0,135.0,192.0,244.0
182642.0,88.0,185.0,229.0
182671.0,129.0,122.0,119.0
182701.0,130.0,189.0,228.0
182718.0,153.0,173.0,208.0
182752.0,148.0,125.0,123.0
182767.0,113.0,190.0,216.0
182785.0,127.0,169.0,204.0
182795.0,76.0,119.0,168.0
182803.0,131.0,192.0,248.0
182837.0,127.0,127.0,143.0
182884.0,143.0,196.0,229.0
182922.0,162.0,209.0,253.0
182947.0,103.0,177.0,241.0
182956.0,105.0,139.0,182.0
182961.0,125.0,109.0,116.0
182971.0,141.0,148.0,168.0
182972.0,129.0,178.0,216.0
182982.0,126.0,179.0,222.0
182988.0,199.0,163.0,177.0
183002.0,130.0,176.0,200.0
183019.0,93.0,167.0,215.0
183053.0,127.0,184.0,223.0
183059.0,122.0,174.0,221.0
183075.0,96.0,108.0,126.0
183079.0,145.0,210.0,241.0
183082.0,123.0,188.0,239.0
183083.0,106.0,166.0,218.0
183085.0,108.0,175.0,220.0
183087.0,114.0,132.0,143.0
183091.0,109.0,182.0,214.0
183122.0,209.0,219.0,243.0
183126.0,167.0,159.0,136.0
183138.0,120.0,201.0,234.0
183141.0,136.0,176.0,205.0
183147.0,102.0,166.0,200.0
183180.0,168.0,230.0,248.0
183186.0,137.0,202.0,241.0
183196.0,146.0,208.0,244.0
183212.0,85.0,110.0,150.0
183241.0,123.0,184.0,240.0
183253.0,142.0,201.0,247.0
183259.0,120.0,142.0,160.0
183279.0,124.0,195.0,233.0
183293.0,107.0,182.0,234.0
183299.0,127.0,179.0,216.0
183337.0,110.0,198.0,245.0
183338.0,83.0,160.0,199.0
183349.0,96.0,172.0,225.0
183365.0,163.0,211.0,239.0
183391.0,134.0,218.0,254.0
183461.0,90.0,176.0,230.0
183469.0,118.0,156.0,188.0
183528.0,122.0,146.0,166.0
183591.0,140.0,204.0,235.0
183628.0,94.0,148.0,189.0
183635.0,146.0,170.0,188.0
183642.0,143.0,162.0,183.0
183663.0,130.0,148.0,165.0
183671.0,135.0,161.0,191.0
183684.0,151.0,215.0,246.0
183701.0,203.0,203.0,221.0
183705.0,129.0,203.0,227.0
183742.0,130.0,195.0,233.0
183755.0,92.0,175.0,236.0
183767.0,104.0,170.0,218.0
183771.0,145.0,190.0,223.0
183772.0,143.0,148.0,163.0
183782.0,146.0,158.0,182.0
183787.0,118.0,187.0,230.0
183795.0,158.0,220.0,255.0
183805.0,146.0,193.0,221.0
183817.0,148.0,190.0,232.0
183828.0,103.0,179.0,221.0
183836.0,124.0,173.0,211.0
183841.0,129.0,145.0,162.0
183851.0,106.0,171.0,216.0
183864.0,107.0,185.0,228.0
183885.0,120.0,187.0,244.0
183918.0,138.0,134.0,145.0
183943.0,114.0,189.0,227.0
183947.0,128.0,121.0,112.0
183951.0,129.0,204.0,226.0
183965.0,113.0,151.0,185.0
183971.0,85.0,165.0,224.0
183976.0,160.0,215.0,246.0
183980.0,110.0,176.0,235.0
183993.0,117.0,99.0,100.0
184005.0,121.0,128.0,131.0
184040.0,108.0,185.0,212.0
184050.0,132.0,184.0,214.0
184069.0,88.0,156.0,203.0
184100.0,208.0,182.0,198.0
184159.0,143.0,161.0,184.0
184168.0,149.0,204.0,243.0
184176.0,128.0,192.0,222.0
184195.0,116.0,183.0,228.0
184198.0,123.0,141.0,170.0
184215.0,173.0,198.0,238.0
184221.0,122.0,179.0,224.0
184232.0,192.0,178.0,189.0
184250.0,109.0,186.0,235.0
184257.0,132.0,162.0,189.0
184268.0,80.0,158.0,235.0
184293.0,161.0,219.0,255.0
184300.0,134.0,116.0,117.0
184305.0,140.0,201.0,251.0
184309.0,118.0,163.0,207.0
184318.0,164.0,214.0,250.0
184323.0,119.0,159.0,234.0
184342.0,129.0,181.0,222.0
184375.0,157.0,201.0,230.0
184390.0,134.0,207.0,255.0
184399.0,71.0,133.0,174.0
184429.0,105.0,120.0,146.0
184447.0,124.0,128.0,139.0
184491.0,133.0,162.0,177.0
184498.0,111.0,187.0,229.0
184501.0,106.0,112.0,123.0
184536.0,142.0,158.0,234.0
184544.0,134.0,204.0,255.0
184571.0,121.0,190.0,230.0
184601.0,140.0,185.0,206.0
184603.0,116.0,144.0,174.0
184674.0,141.0,203.0,219.0
184689.0,110.0,158.0,186.0
184703.0,149.0,181.0,217.0
184709.0,148.0,171.0,193.0
184718.0,134.0,199.0,238.0
184756.0,141.0,209.0,255.0
184759.0,121.0,162.0,211.0
184760.0,99.0,158.0,207.0
184772.0,151.0,195.0,219.0
184775.0,106.0,185.0,226.0
184782.0,100.0,144.0,168.0
184794.0,129.0,186.0,238.0
184813.0,113.0,117.0,128.0
184837.0,151.0,206.0,243.0
184838.0,166.0,185.0,206.0
184863.0,138.0,192.0,247.0
184876.0,132.0,111.0,120.0
184884.0,117.0,172.0,211.0
184906.0,135.0,199.0,254.0
184924.0,104.0,142.0,177.0
184933.0,136.0,144.0,157.0
184943.0,134.0,165.0,188.0
184945.0,166.0,185.0,192.0
184965.0,118.0,166.0,202.0
184983.0,116.0,171.0,210.0
185049.0,108.0,154.0,188.0
185050.0,108.0,126.0,149.0
185073.0,93.0,143.0,201.0
185075.0,108.0,185.0,234.0
185076.0,122.0,182.0,241.0
185088.0,128.0,178.0,206.0
185090.0,168.0,250.0,178.0
185095.0,161.0,202.0,235.0
185100.0,129.0,186.0,238.0
185114.0,103.0,168.0,206.0
185119.0,118.0,133.0,166.0
185121.0,141.0,201.0,223.0
185140.0,94.0,185.0,222.0
185142.0,148.0,182.0,211.0
185147.0,160.0,214.0,237.0
185151.0,131.0,196.0,240.0
185153.0,196.0,208.0,226.0
185167.0,132.0,200.0,237.0
185188.0,145.0,192.0,230.0
185229.0,103.0,162.0,218.0
185238.0,132.0,194.0,240.0
185258.0,99.0,182.0,244.0
185268.0,139.0,194.0,237.0
185339.0,156.0,154.0,154.0
185372.0,187.0,163.0,181.0
185377.0,99.0,160.0,228.0
185381.0,148.0,196.0,230.0
185383.0,146.0,166.0,197.0
185396.0,87.0,167.0,208.0
185452.0,139.0,198.0,237.0
185463.0,134.0,202.0,231.0
185478.0,107.0,152.0,189.0
185480.0,122.0,169.0,196.0
185484.0,149.0,186.0,206.0
185490.0,115.0,195.0,232.0
185513.0,76.0,142.0,201.0
185526.0,148.0,213.0,244.0
185540.0,108.0,189.0,226.0
185547.0,175.0,163.0,159.0
185549.0,130.0,181.0,237.0
185553.0,95.0,174.0,215.0
185561.0,152.0,205.0,248.0
185571.0,125.0,175.0,205.0
185573.0,95.0,150.0,187.0
185584.0,114.0,202.0,238.0
185585.0,82.0,170.0,216.0
185588.0,105.0,139.0,209.0
185591.0,123.0,177.0,210.0
185592.0,136.0,194.0,236.0
185669.0,97.0,124.0,145.0
185704.0,153.0,217.0,248.0
185710.0,86.0,146.0,182.0
185725.0,145.0,183.0,207.0
185737.0,153.0,182.0,219.0
185740.0,156.0,210.0,251.0
185768.0,131.0,181.0,217.0
185776.0,127.0,191.0,232.0
185812.0,78.0,148.0,218.0
185816.0,140.0,168.0,199.0
185825.0,160.0,203.0,224.0
185838.0,146.0,144.0,164.0
185858.0,133.0,187.0,217.0
185878.0,153.0,184.0,209.0
185898.0,75.0,109.0,139.0
185899.0,118.0,162.0,193.0
185906.0,128.0,161.0,181.0
185927.0,143.0,197.0,228.0
185928.0,146.0,131.0,128.0
185939.0,113.0,186.0,244.0
185940.0,133.0,102.0,101.0
185969.0,120.0,171.0,203.0
185976.0,101.0,173.0,213.0
186015.0,133.0,213.0,250.0
186062.0,114.0,127.0,135.0
186077.0,159.0,176.0,227.0
186081.0,150.0,147.0,149.0
186084.0,132.0,196.0,221.0
186129.0,176.0,172.0,183.0
186141.0,143.0,211.0,248.0
186143.0,141.0,200.0,240.0
186159.0,134.0,153.0,186.0
186171.0,138.0,194.0,235.0
186186.0,99.0,179.0,234.0
186201.0,230.0,207.0,205.0
186232.0,115.0,190.0,236.0
186249.0,146.0,201.0,240.0
186257.0,141.0,193.0,223.0
186261.0,122.0,191.0,234.0
186271.0,170.0,210.0,235.0
186274.0,101.0,165.0,223.0
186277.0,147.0,192.0,226.0
186287.0,141.0,162.0,193.0
186308.0,162.0,216.0,251.0
186313.0,139.0,199.0,235.0
186315.0,119.0,176.0,208.0
186326.0,139.0,173.0,203.0
186383.0,143.0,138.0,153.0
186389.0,147.0,185.0,219.0
186401.0,114.0,167.0,204.0
186411.0,126.0,163.0,189.0
186420.0,137.0,175.0,199.0
186426.0,118.0,162.0,185.0
186442.0,103.0,172.0,212.0
186465.0,89.0,135.0,169.0
186467.0,116.0,181.0,212.0
186474.0,168.0,159.0,246.0
186485.0,115.0,149.0,162.0
186489.0,120.0,193.0,225.0
186507.0,153.0,115.0,110.0
186514.0,117.0,144.0,195.0
186530.0,182.0,169.0,207.0
186540.0,107.0,168.0,224.0
186542.0,166.0,216.0,252.0
186546.0,122.0,184.0,238.0
186568.0,53.0,137.0,173.0
186570.0,115.0,184.0,233.0
186582.0,124.0,179.0,206.0
186596.0,123.0,171.0,207.0
186598.0,125.0,172.0,224.0
186613.0,112.0,153.0,186.0
186617.0,147.0,196.0,236.0
186634.0,109.0,192.0,243.0
186640.0,112.0,183.0,227.0
186661.0,125.0,149.0,177.0
186667.0,219.0,179.0,214.0
186668.0,105.0,172.0,221.0
186677.0,66.0,115.0,147.0
186699.0,135.0,197.0,227.0
186700.0,175.0,166.0,186.0
186719.0,141.0,129.0,127.0
186720.0,209.0,157.0,187.0
186721.0,130.0,175.0,208.0
186722.0,151.0,182.0,213.0
186747.0,165.0,140.0,136.0
186762.0,141.0,183.0,212.0
186765.0,133.0,174.0,213.0
186767.0,119.0,191.0,225.0
186771.0,144.0,186.0,221.0
186772.0,135.0,174.0,218.0
186783.0,117.0,183.0,234.0
186872.0,117.0,169.0,206.0
186898.0,186.0,194.0,217.0
186899.0,91.0,116.0,142.0
186921.0,97.0,159.0,205.0
186934.0,123.0,196.0,248.0
186952.0,110.0,137.0,157.0
186954.0,125.0,157.0,193.0
186962.0,123.0,204.0,249.0
186968.0,120.0,179.0,225.0
186990.0,136.0,195.0,234.0
187024.0,172.0,214.0,243.0
187041.0,126.0,170.0,207.0
187072.0,106.0,182.0,231.0
187098.0,112.0,163.0,226.0
187113.0,137.0,186.0,224.0
187215.0,113.0,185.0,227.0
187221.0,144.0,199.0,242.0
187238.0,121.0,192.0,230.0
187245.0,144.0,196.0,232.0
187253.0,225.0,192.0,227.0
187263.0,112.0,177.0,215.0
187282.0,183.0,196.0,228.0
187295.0,115.0,181.0,222.0
187301.0,120.0,198.0,241.0
187310.0,100.0,182.0,224.0
187358.0,160.0,209.0,253.0
187361.0,91.0,179.0,220.0
187364.0,123.0,183.0,225.0
187371.0,178.0,203.0,213.0
187412.0,117.0,183.0,224.0
187418.0,106.0,159.0,196.0
187424.0,194.0,190.0,201.0
187430.0,161.0,147.0,151.0
187440.0,158.0,210.0,250.0
187446.0,118.0,195.0,251.0
187461.0,118.0,180.0,234.0
187502.0,130.0,193.0,227.0
187506.0,119.0,188.0,205.0
187519.0,134.0,203.0,255.0
187523.0,133.0,157.0,181.0
187524.0,173.0,221.0,249.0
187525.0,160.0,182.0,210.0
187533.0,137.0,197.0,233.0
187545.0,135.0,146.0,166.0
187563.0,128.0,166.0,190.0
187573.0,139.0,190.0,222.0
187574.0,61.0,137.0,179.0
187579.0,116.0,142.0,156.0
187580.0,88.0,154.0,213.0
187584.0,107.0,178.0,222.0
187593.0,129.0,136.0,156.0
187594.0,133.0,153.0,178.0
187607.0,149.0,155.0,166.0
187643.0,111.0,136.0,170.0
187645.0,146.0,190.0,221.0
187647.0,117.0,185.0,220.0
187656.0,160.0,229.0,255.0
187666.0,110.0,182.0,222.0
187682.0,98.0,153.0,192.0
187704.0,162.0,135.0,144.0
187737.0,134.0,193.0,238.0
187749.0,114.0,100.0,102.0
187757.0,135.0,132.0,147.0
187762.0,127.0,147.0,172.0
187773.0,106.0,165.0,210.0
187792.0,147.0,149.0,159.0
187820.0,112.0,146.0,169.0
187828.0,141.0,211.0,255.0
187830.0,125.0,179.0,210.0
187836.0,126.0,190.0,225.0
187843.0,111.0,146.0,186.0
187864.0,137.0,186.0,226.0
187873.0,165.0,176.0,226.0
187883.0,125.0,141.0,157.0
187884.0,124.0,193.0,233.0
187886.0,119.0,186.0,231.0
187895.0,114.0,169.0,200.0
187899.0,150.0,205.0,250.0
187907.0,105.0,101.0,100.0
187938.0,128.0,192.0,233.0
187949.0,147.0,205.0,247.0
187951.0,133.0,187.0,212.0
187971.0,65.0,127.0,168.0
187972.0,135.0,188.0,221.0
187981.0,134.0,187.0,220.0
187996.0,109.0,128.0,136.0
188001.0,126.0,192.0,221.0
188009.0,163.0,150.0,182.0
188015.0,116.0,167.0,200.0
188038.0,111.0,159.0,193.0
188069.0,147.0,187.0,205.0
188077.0,137.0,191.0,238.0
188093.0,108.0,155.0,183.0
188099.0,152.0,195.0,234.0
188128.0,87.0,176.0,210.0
188135.0,165.0,161.0,180.0
188146.0,116.0,184.0,213.0
188163.0,117.0,150.0,169.0
188184.0,129.0,115.0,126.0
188214.0,159.0,139.0,151.0
188215.0,129.0,144.0,177.0
188218.0,140.0,190.0,226.0
188226.0,161.0,192.0,225.0
188230.0,60.0,115.0,160.0
188238.0,118.0,177.0,222.0
188255.0,117.0,175.0,211.0
